,year,iso2,variable,value
82763,2007,GR,new_sp_f1524,13.0
28733,2007,YE,new_sp_m1524,488.0
77741,2007,KP,new_sp_f014,406.0
24340,2007,CV,new_sp_m1524,24.0
82873,2007,GY,new_sp_f1524,20.0
114225,2007,SE,new_sp_f65,12.0
76733,2007,FM,new_sp_f014,5.0
20600,2007,MK,new_sp_m014,1.0
51809,2007,YE,new_sp_m5564,165.0
73649,2007,RS,new_sp_f514,2.0
110962,2007,DE,new_sp_f65,178.0
82985,2007,HT,new_sp_f1524,1261.0
106464,2007,KG,new_sp_f5564,47.0
57247,2007,UA,new_sp_m65,1090.0
3912,2007,NP,new_sp,14355.0
73678,2007,RU,new_sp_f514,35.0
116,2007,AI,new_sp,0.0
28939,2007,AG,new_sp_m2534,0.0
51863,2007,ZA,new_sp_m5564,4792.0
73957,2007,SL,new_sp_f514,74.0
111945,2007,IL,new_sp_f65,14.0
106493,2007,KH,new_sp_f5564,1839.0
28912,2007,AF,new_sp_m2534,840.0
82931,2007,HN,new_sp_f1524,185.0
73703,2007,RW,new_sp_f514,78.0
73760,2007,SB,new_sp_f514,5.0
20629,2007,ML,new_sp_m014,29.0
51890,2007,ZM,new_sp_m5564,319.0
28888,2007,AE,new_sp_m2534,6.0
388,2007,BA,new_sp,737.0
51919,2007,ZW,new_sp_m5564,292.0
106522,2007,KI,new_sp_f5564,4.0
82902,2007,HK,new_sp_f1524,59.0
114254,2007,SG,new_sp_f65,39.0
52093,2007,AM,new_sp_m65,20.0
57189,2007,TV,new_sp_m65,2.0
5607,2007,WF,new_sp,1.0
19443,2007,HK,new_sp_m014,5.0
110904,2007,CY,new_sp_f65,0.0
114114,2007,SA,new_sp_f65,64.0
52309,2007,BA,new_sp_m65,0.0
82616,2007,GD,new_sp_f1524,1.0
74354,2007,TM,new_sp_f514,6.0
106753,2007,LB,new_sp_f5564,3.0
28573,2007,VE,new_sp_m1524,324.0
82588,2007,GB,new_sp_f1524,145.0
77770,2007,KR,new_sp_f014,34.0
52336,2007,BB,new_sp_m65,0.0
111974,2007,IN,new_sp_f65,7395.0
74318,2007,TK,new_sp_f514,0.0
5583,2007,VU,new_sp,41.0
24398,2007,CZ,new_sp_m1524,14.0
28544,2007,VC,new_sp_m1524,0.0
28515,2007,UZ,new_sp_m1524,569.0
74439,2007,TR,new_sp_f514,61.0
20822,2007,MT,new_sp_m014,0.0
114086,2007,RW,new_sp_f65,35.0
52365,2007,BD,new_sp_m65,9830.0
82531,2007,FR,new_sp_f1524,127.0
106810,2007,LK,new_sp_f5564,176.0
501,2007,BF,new_sp,2614.0
28487,2007,UY,new_sp_m1524,39.0
110875,2007,CV,new_sp_f65,6.0
74412,2007,TO,new_sp_f514,0.0
28988,2007,AL,new_sp_m2534,13.0
60908,2007,MD,new_sp_mu,0.0
82643,2007,GE,new_sp_f1524,153.0
3935,2007,NR,new_sp,3.0
20716,2007,MO,new_sp_m014,0.0
24369,2007,CY,new_sp_m1524,2.0
106644,2007,KW,new_sp_f5564,7.0
82716,2007,GN,new_sp_f1524,631.0
74077,2007,ST,new_sp_f514,0.0
106672,2007,KY,new_sp_f5564,0.0
52135,2007,AO,new_sp_m65,465.0
74106,2007,SV,new_sp_f514,4.0
28683,2007,WF,new_sp_m1524,0.0
74134,2007,SY,new_sp_f514,14.0
20742,2007,MP,new_sp_m014,0.0
28630,2007,VN,new_sp_m1524,3587.0
52164,2007,AR,new_sp_m65,324.0
1040,2007,CI,new_sp,14071.0
28659,2007,VU,new_sp_m1524,3.0
82672,2007,GH,new_sp_f1524,453.0
114143,2007,SB,new_sp_f65,5.0
74156,2007,SZ,new_sp_f514,42.0
57161,2007,TT,new_sp_m65,5.0
52222,2007,AT,new_sp_m65,25.0
18405,2007,CL,new_sp_m014,3.0
74234,2007,TG,new_sp_f514,0.0
52251,2007,AU,new_sp_m65,37.0
106729,2007,LA,new_sp_f5564,206.0
20768,2007,MR,new_sp_m014,14.0
106701,2007,KZ,new_sp_f5564,124.0
73645,2007,RO,new_sp_f514,31.0
4928,2007,SZ,new_sp,2764.0
77677,2007,KI,new_sp_f014,8.0
29318,2007,BE,new_sp_m2534,55.0
24230,2007,CN,new_sp_m1524,44011.0
51392,2007,TT,new_sp_m5564,18.0
106205,2007,IN,new_sp_f5564,13195.0
83303,2007,JO,new_sp_f1524,9.0
73140,2007,NP,new_sp_f514,0.0
57332,2007,UY,new_sp_m65,39.0
73163,2007,NR,new_sp_f514,0.0
20471,2007,MA,new_sp_m014,74.0
51420,2007,TV,new_sp_m5564,0.0
29289,2007,BD,new_sp_m2534,12442.0
111018,2007,DK,new_sp_f65,8.0
111043,2007,DM,new_sp_f65,0.0
83274,2007,JM,new_sp_f1524,5.0
106234,2007,IQ,new_sp_f5564,130.0
1098,2007,CL,new_sp,1166.0
73190,2007,NU,new_sp_f514,0.0
76762,2007,FR,new_sp_f014,20.0
51449,2007,TZ,new_sp_m5564,1317.0
114385,2007,SN,new_sp_f65,95.0
51478,2007,UA,new_sp_m5564,2130.0
29260,2007,BB,new_sp_m2534,0.0
73219,2007,NZ,new_sp_f514,0.0
111916,2007,IE,new_sp_f65,4.0
77619,2007,KG,new_sp_f014,11.0
106263,2007,IR,new_sp_f5564,387.0
60741,2007,LT,new_sp_mu,0.0
57303,2007,US,new_sp_m65,562.0
77590,2007,KE,new_sp_f014,599.0
29346,2007,BF,new_sp_m2534,442.0
83417,2007,KH,new_sp_f1524,749.0
111072,2007,DO,new_sp_f65,43.0
18318,2007,CH,new_sp_m014,0.0
29432,2007,BI,new_sp_m2534,637.0
72859,2007,MX,new_sp_f514,99.0
72888,2007,MY,new_sp_f514,167.0
57389,2007,VC,new_sp_m65,0.0
51250,2007,TL,new_sp_m5564,69.0
106118,2007,ID,new_sp_f5564,7965.0
83388,2007,KG,new_sp_f1524,216.0
73054,2007,NI,new_sp_f514,0.0
29403,2007,BH,new_sp_m2534,26.0
83332,2007,JP,new_sp_f1524,134.0
23290,2007,AO,new_sp_m1524,2824.0
51278,2007,TM,new_sp_m5564,56.0
20442,2007,LY,new_sp_m014,2.0
106147,2007,IE,new_sp_f5564,2.0
57360,2007,UZ,new_sp_m65,380.0
51307,2007,TN,new_sp_m5564,71.0
114407,2007,SO,new_sp_f65,129.0
30109,2007,CV,new_sp_m2534,30.0
83359,2007,KE,new_sp_f1524,4594.0
51336,2007,TO,new_sp_m5564,1.0
73112,2007,NO,new_sp_f514,1.0
106176,2007,IL,new_sp_f5564,6.0
51363,2007,TR,new_sp_m5564,571.0
73083,2007,NL,new_sp_f514,1.0
3855,2007,NL,new_sp,187.0
83245,2007,IT,new_sp_f1524,74.0
20525,2007,MD,new_sp_m014,0.0
51620,2007,VC,new_sp_m5564,1.0
110989,2007,DJ,new_sp_f65,18.0
51649,2007,VE,new_sp_m5564,272.0
106379,2007,JO,new_sp_f5564,12.0
83100,2007,IL,new_sp_f1524,4.0
29059,2007,AO,new_sp_m2534,3197.0
60770,2007,LU,new_sp_mu,0.0
57274,2007,UG,new_sp_m65,505.0
73532,2007,PT,new_sp_f514,2.0
23248,2007,AM,new_sp_m1524,81.0
51706,2007,VN,new_sp_m5564,5046.0
83071,2007,IE,new_sp_f1524,14.0
114312,2007,SK,new_sp_f65,28.0
20583,2007,MH,new_sp_m014,0.0
73559,2007,PW,new_sp_f514,0.0
106408,2007,JP,new_sp_f5564,212.0
51735,2007,VU,new_sp_m5564,2.0
29017,2007,AM,new_sp_m2534,87.0
83042,2007,ID,new_sp_f1524,13371.0
24288,2007,CR,new_sp_m1524,44.0
51759,2007,WF,new_sp_m5564,0.0
73588,2007,PY,new_sp_f514,13.0
114283,2007,SI,new_sp_f65,16.0
73616,2007,QA,new_sp_f514,0.0
106435,2007,KE,new_sp_f5564,542.0
83014,2007,HU,new_sp_f1524,12.0
19472,2007,HN,new_sp_m014,21.0
24259,2007,CO,new_sp_m1524,618.0
73503,2007,PS,new_sp_f514,0.0
20557,2007,MG,new_sp_m014,196.0
51505,2007,UG,new_sp_m5564,766.0
3884,2007,NO,new_sp,38.0
106292,2007,IS,new_sp_f5564,0.0
29233,2007,BA,new_sp_m2534,0.0
83216,2007,IS,new_sp_f1524,0.0
73306,2007,PE,new_sp_f514,330.0
5657,2007,YE,new_sp,3537.0
94,2007,AG,new_sp,2.0
73335,2007,PF,new_sp_f514,1.0
18347,2007,CI,new_sp_m014,173.0
51534,2007,US,new_sp_m5564,533.0
83187,2007,IR,new_sp_f1524,394.0
29088,2007,AR,new_sp_m2534,623.0
20529,2007,ME,new_sp_m014,0.0
19129,2007,GB,new_sp_m014,13.0
106321,2007,IT,new_sp_f5564,19.0
29175,2007,AU,new_sp_m2534,33.0
51563,2007,UY,new_sp_m5564,39.0
83158,2007,IQ,new_sp_f1524,289.0
73450,2007,PL,new_sp_f514,4.0
73478,2007,PR,new_sp_f514,0.0
77648,2007,KH,new_sp_f014,64.0
51591,2007,UZ,new_sp_m5564,282.0
106350,2007,JM,new_sp_f5564,2.0
29146,2007,AT,new_sp_m2534,15.0
83129,2007,IN,new_sp_f1524,50289.0
114340,2007,SL,new_sp_f65,79.0
5863,2007,AG,new_sp_m04,0.0
78738,2007,NC,new_sp_f014,0.0
105436,2007,ER,new_sp_f5564,21.0
111637,2007,GT,new_sp_f65,122.0
104400,2007,BH,new_sp_f5564,0.0
1351,2007,DE,new_sp,1183.0
68841,2007,US,new_sp_f04,2.0
117060,2007,FI,new_sp_fu,0.0
49370,2007,MD,new_sp_m5564,107.0
18004,2007,BO,new_sp_m014,116.0
31237,2007,IQ,new_sp_m2534,531.0
49374,2007,ME,new_sp_m5564,1.0
3602,2007,MW,new_sp,7608.0
104429,2007,BI,new_sp_f5564,67.0
85380,2007,SE,new_sp_f1524,5.0
117145,2007,FR,new_sp_fu,0.0
117002,2007,ES,new_sp_fu,2.0
59012,2007,CZ,new_sp_mu,0.0
31208,2007,IN,new_sp_m2534,83850.0
68898,2007,UZ,new_sp_f04,1.0
49402,2007,MG,new_sp_m5564,823.0
116927,2007,EE,new_sp_fu,0.0
85351,2007,SD,new_sp_f1524,992.0
59567,2007,GE,new_sp_mu,1.0
68927,2007,VC,new_sp_f04,0.0
23829,2007,BS,new_sp_m1524,3.0
49428,2007,MH,new_sp_m5564,1.0
116787,2007,DK,new_sp_fu,0.0
104510,2007,BN,new_sp_f5564,9.0
6981,2007,CR,new_sp_m04,0.0
31179,2007,IL,new_sp_m2534,20.0
117202,2007,GB,new_sp_fu,2.0
111488,2007,GE,new_sp_f65,46.0
85495,2007,SL,new_sp_f1524,398.0
77023,2007,GT,new_sp_f014,183.0
68643,2007,TO,new_sp_f04,0.0
104315,2007,BE,new_sp_f5564,8.0
117685,2007,IE,new_sp_fu,0.0
49261,2007,LV,new_sp_m5564,49.0
31324,2007,IT,new_sp_m2534,170.0
77162,2007,HN,new_sp_f014,29.0
7062,2007,CY,new_sp_m04,0.0
85467,2007,SK,new_sp_f1524,5.0
117628,2007,HU,new_sp_fu,0.0
68670,2007,TR,new_sp_f04,2.0
85409,2007,SG,new_sp_f1524,13.0
23801,2007,BR,new_sp_m1524,4399.0
104343,2007,BF,new_sp_f5564,88.0
31295,2007,IS,new_sp_m2534,0.0
19072,2007,FR,new_sp_m014,17.0
68699,2007,TT,new_sp_f04,0.0
85438,2007,SI,new_sp_f1524,1.0
117377,2007,GR,new_sp_fu,2.0
104372,2007,BG,new_sp_f5564,29.0
59041,2007,DE,new_sp_mu,0.0
117257,2007,GE,new_sp_fu,0.0
68785,2007,UA,new_sp_f04,0.0
49316,2007,MA,new_sp_m5564,545.0
31266,2007,IR,new_sp_m2534,511.0
49287,2007,LY,new_sp_m5564,12.0
31353,2007,JM,new_sp_m2534,10.0
6867,2007,CL,new_sp_m04,0.0
68956,2007,VE,new_sp_f04,0.0
69271,2007,AE,new_sp_f514,1.0
49532,2007,MN,new_sp_m5564,48.0
85187,2007,RS,new_sp_f1524,38.0
69322,2007,AG,new_sp_f514,0.0
76994,2007,GR,new_sp_f014,0.0
85183,2007,RO,new_sp_f1524,665.0
104653,2007,BW,new_sp_f5564,47.0
23858,2007,BT,new_sp_m1524,60.0
6667,2007,CA,new_sp_m04,4.0
69371,2007,AL,new_sp_f514,2.0
115552,2007,AM,new_sp_fu,0.0
115523,2007,AL,new_sp_fu,0.0
23577,2007,BF,new_sp_m1524,233.0
49561,2007,MO,new_sp_m5564,16.0
85154,2007,QA,new_sp_f1524,4.0
415,2007,BB,new_sp,8.0
31010,2007,HN,new_sp_m2534,293.0
23887,2007,BW,new_sp_m1524,251.0
6638,2007,BZ,new_sp_m04,1.0
69400,2007,AM,new_sp_f514,2.0
77245,2007,HU,new_sp_f014,3.0
104711,2007,BZ,new_sp_f5564,2.0
3631,2007,MX,new_sp,11531.0
18032,2007,BR,new_sp_m014,371.0
1322,2007,CZ,new_sp,267.0
444,2007,BD,new_sp,104296.0
104682,2007,BY,new_sp_f5564,17.0
85298,2007,SB,new_sp_f1524,12.0
104624,2007,BT,new_sp_f5564,10.0
85216,2007,RU,new_sp_f1524,1444.0
116731,2007,DE,new_sp_fu,0.0
49445,2007,MK,new_sp_m5564,21.0
104539,2007,BO,new_sp_f5564,162.0
31150,2007,IE,new_sp_m2534,49.0
116702,2007,CZ,new_sp_fu,0.0
69066,2007,WF,new_sp_f04,0.0
58983,2007,CY,new_sp_mu,0.0
116673,2007,CY,new_sp_fu,0.0
85269,2007,SA,new_sp_f1524,298.0
59687,2007,GR,new_sp_mu,1.0
116391,2007,CH,new_sp_fu,0.0
104567,2007,BR,new_sp_f5564,977.0
115768,2007,BA,new_sp_fu,0.0
31121,2007,ID,new_sp_m2534,21297.0
49474,2007,ML,new_sp_m5564,291.0
6780,2007,CH,new_sp_m04,0.0
85241,2007,RW,new_sp_f1524,477.0
104595,2007,BS,new_sp_f5564,1.0
31093,2007,HU,new_sp_m2534,31.0
111660,2007,GU,new_sp_f65,1.0
77216,2007,HT,new_sp_f014,147.0
69226,2007,ZW,new_sp_f04,7.0
111433,2007,GB,new_sp_f65,138.0
49503,2007,MM,new_sp_m5564,3152.0
58701,2007,CH,new_sp_mu,0.0
31064,2007,HT,new_sp_m2534,1199.0
69170,2007,ZA,new_sp_f04,293.0
115378,2007,ZW,new_sp_f65,90.0
49232,2007,LU,new_sp_m5564,0.0
23606,2007,BG,new_sp_m1524,63.0
67934,2007,RW,new_sp_f04,3.0
120052,2007,SI,new_sp_fu,0.0
48954,2007,KW,new_sp_m5564,8.0
85864,2007,TL,new_sp_f1524,120.0
104014,2007,AM,new_sp_f5564,7.0
31647,2007,KW,new_sp_m2534,69.0
59312,2007,ES,new_sp_mu,2.0
119994,2007,SE,new_sp_fu,0.0
67991,2007,SB,new_sp_f04,0.0
85856,2007,TK,new_sp_f1524,0.0
85830,2007,TJ,new_sp_f1524,329.0
119801,2007,RS,new_sp_fu,0.0
7201,2007,DM,new_sp_m04,0.0
48982,2007,KY,new_sp_m5564,1.0
111608,2007,GR,new_sp_f65,24.0
85801,2007,TH,new_sp_f1524,885.0
23634,2007,BH,new_sp_m1524,8.0
119684,2007,PT,new_sp_fu,0.0
77104,2007,GY,new_sp_f014,1.0
49011,2007,KZ,new_sp_m5564,279.0
31589,2007,KP,new_sp_m2534,2748.0
68073,2007,SE,new_sp_f04,0.0
104056,2007,AO,new_sp_f5564,554.0
119602,2007,PL,new_sp_fu,0.0
85772,2007,TG,new_sp_f1524,184.0
77046,2007,GU,new_sp_f014,0.0
31618,2007,KR,new_sp_m2534,953.0
59237,2007,EE,new_sp_mu,0.0
31675,2007,KY,new_sp_m2534,0.0
111561,2007,GN,new_sp_f65,79.0
120819,2007,UZ,new_sp_fu,0.0
120706,2007,UA,new_sp_fu,0.0
103885,2007,AE,new_sp_f5564,0.0
31784,2007,LC,new_sp_m2534,3.0
3544,2007,MU,new_sp,86.0
85977,2007,TR,new_sp_f1524,708.0
31756,2007,LB,new_sp_m2534,19.0
23663,2007,BI,new_sp_m1524,425.0
67876,2007,RO,new_sp_f04,3.0
85950,2007,TO,new_sp_f1524,3.0
103909,2007,AF,new_sp_f5564,771.0
120591,2007,TR,new_sp_fu,0.0
48925,2007,KR,new_sp_m5564,906.0
59370,2007,FI,new_sp_mu,0.0
120506,2007,TM,new_sp_fu,0.0
67880,2007,RS,new_sp_f04,0.0
103936,2007,AG,new_sp_f5564,0.0
48896,2007,KP,new_sp_m5564,2093.0
31732,2007,LA,new_sp_m2534,258.0
120444,2007,TJ,new_sp_fu,0.0
85921,2007,TN,new_sp_f1524,69.0
67909,2007,RU,new_sp_f04,5.0
120081,2007,SK,new_sp_fu,0.0
85892,2007,TM,new_sp_f1524,129.0
103985,2007,AL,new_sp_f5564,11.0
31704,2007,KZ,new_sp_m2534,976.0
59455,2007,FR,new_sp_mu,0.0
117714,2007,IL,new_sp_fu,0.0
68102,2007,SG,new_sp_f04,0.0
49039,2007,LA,new_sp_m5564,361.0
68308,2007,ST,new_sp_f04,0.0
7120,2007,DE,new_sp_m04,0.0
68337,2007,SV,new_sp_f04,0.0
118460,2007,LU,new_sp_fu,0.0
17975,2007,BN,new_sp_m014,0.0
111517,2007,GH,new_sp_f65,207.0
31438,2007,KE,new_sp_m2534,8132.0
118431,2007,LT,new_sp_fu,0.0
68365,2007,SY,new_sp_f04,0.0
118239,2007,KZ,new_sp_fu,0.0
68387,2007,SZ,new_sp_f04,5.0
117859,2007,IT,new_sp_fu,6.0
23773,2007,BO,new_sp_m1524,1100.0
49174,2007,LS,new_sp_m5564,52.0
104257,2007,BB,new_sp_f5564,0.0
85562,2007,SO,new_sp_f1524,602.0
31411,2007,JP,new_sp_m2534,372.0
59097,2007,DK,new_sp_mu,0.0
117830,2007,IS,new_sp_fu,0.0
49203,2007,LT,new_sp_m5564,109.0
7091,2007,CZ,new_sp_m04,0.0
104286,2007,BD,new_sp_f5564,3057.0
68549,2007,TK,new_sp_f04,0.0
31382,2007,JO,new_sp_m2534,20.0
85540,2007,SN,new_sp_f1524,761.0
68585,2007,TM,new_sp_f04,0.0
104230,2007,BA,new_sp_f5564,0.0
31575,2007,KN,new_sp_m2534,1.0
85615,2007,ST,new_sp_f1524,9.0
49120,2007,LK,new_sp_m5564,649.0
7176,2007,DK,new_sp_m04,0.0
23744,2007,BN,new_sp_m1524,5.0
104085,2007,AR,new_sp_f5564,172.0
119235,2007,NL,new_sp_fu,0.0
49063,2007,LB,new_sp_m5564,11.0
31525,2007,KI,new_sp_m2534,7.0
68131,2007,SI,new_sp_f04,0.0
118895,2007,MT,new_sp_fu,0.0
85694,2007,SZ,new_sp_f1524,411.0
68160,2007,SK,new_sp_f04,0.0
49091,2007,LC,new_sp_m5564,4.0
104143,2007,AT,new_sp_f5564,2.0
59512,2007,GB,new_sp_mu,1.0
31496,2007,KH,new_sp_m2534,1526.0
118673,2007,MK,new_sp_fu,0.0
7147,2007,DJ,new_sp_m04,4.0
68188,2007,SL,new_sp_f04,0.0
118602,2007,ME,new_sp_fu,0.0
3573,2007,MV,new_sp,59.0
104172,2007,AU,new_sp_f5564,7.0
1378,2007,DJ,new_sp,1208.0
85644,2007,SV,new_sp_f1524,63.0
77133,2007,HK,new_sp_f014,1.0
118598,2007,MD,new_sp_fu,0.0
31467,2007,KG,new_sp_m2534,274.0
4614,2007,SE,new_sp,96.0
85672,2007,SY,new_sp_f1524,148.0
57632,2007,ZA,new_sp_m65,2021.0
85126,2007,PY,new_sp_f1524,100.0
30981,2007,HK,new_sp_m2534,80.0
50172,2007,OM,new_sp_m5564,13.0
6099,2007,AU,new_sp_m04,0.0
105164,2007,CZ,new_sp_f5564,5.0
70850,2007,ES,new_sp_f514,4.0
84563,2007,NG,new_sp_f1524,4522.0
19873,2007,JP,new_sp_m014,1.0
115022,2007,UY,new_sp_f65,13.0
50201,2007,PA,new_sp_m5564,50.0
57688,2007,ZW,new_sp_m65,153.0
23491,2007,BB,new_sp_m1524,0.0
70908,2007,FI,new_sp_f514,0.0
84534,2007,NE,new_sp_f1524,287.0
111262,2007,ET,new_sp_f65,213.0
105193,2007,DE,new_sp_f5564,46.0
60024,2007,IL,new_sp_mu,0.0
77389,2007,IQ,new_sp_f014,34.0
50230,2007,PE,new_sp_m5564,654.0
84507,2007,NC,new_sp_f1524,0.0
30363,2007,EC,new_sp_m2534,486.0
19900,2007,KE,new_sp_m014,474.0
19555,2007,HU,new_sp_m014,0.0
105220,2007,DJ,new_sp_f5564,14.0
70993,2007,FR,new_sp_f514,14.0
114993,2007,US,new_sp_f65,308.0
6012,2007,AR,new_sp_m04,14.0
30334,2007,DZ,new_sp_m2534,1749.0
30392,2007,EE,new_sp_m2534,26.0
84426,2007,MY,new_sp_f1524,1098.0
30421,2007,EG,new_sp_m2534,853.0
77360,2007,IN,new_sp_f014,7575.0
50064,2007,NP,new_sp_m5564,1715.0
30496,2007,ET,new_sp_m2534,6114.0
17,2007,AD,new_sp,2.0
57833,2007,AL,new_sp_mu,0.0
115108,2007,VE,new_sp_f65,230.0
84650,2007,NO,new_sp_f1524,4.0
23520,2007,BD,new_sp_m1524,10210.0
70635,2007,DK,new_sp_f514,0.0
50087,2007,NR,new_sp_m5564,0.0
30467,2007,ES,new_sp_m2534,375.0
24003,2007,CD,new_sp_m1524,6485.0
50114,2007,NU,new_sp_m5564,0.0
70822,2007,ER,new_sp_f514,2.0
70660,2007,DM,new_sp_f514,0.0
105106,2007,CV,new_sp_f5564,3.0
3689,2007,MZ,new_sp,18214.0
84621,2007,NL,new_sp_f1524,12.0
30439,2007,ER,new_sp_m2534,85.0
59995,2007,IE,new_sp_mu,0.0
70775,2007,EE,new_sp_f514,0.0
50143,2007,NZ,new_sp_m5564,4.0
105135,2007,CY,new_sp_f5564,0.0
1212,2007,CR,new_sp,322.0
19844,2007,JO,new_sp_m014,0.0
115050,2007,UZ,new_sp_f65,436.0
84592,2007,NI,new_sp_f1524,158.0
115079,2007,VC,new_sp_f65,0.0
57862,2007,AM,new_sp_mu,0.0
111776,2007,HN,new_sp_f65,112.0
50288,2007,PG,new_sp_m5564,50.0
4585,2007,SD,new_sp,12627.0
50374,2007,PL,new_sp_m5564,344.0
84310,2007,MU,new_sp_f1524,4.0
60140,2007,IS,new_sp_mu,0.0
57132,2007,TR,new_sp_m65,512.0
105389,2007,EE,new_sp_f5564,7.0
30196,2007,DE,new_sp_m2534,248.0
71364,2007,HK,new_sp_f514,1.0
114937,2007,UA,new_sp_f65,861.0
24087,2007,CH,new_sp_m1524,11.0
50402,2007,PR,new_sp_m5564,10.0
84281,2007,MT,new_sp_f1524,2.0
71277,2007,GU,new_sp_f514,0.0
19987,2007,KI,new_sp_m014,2.0
71393,2007,HN,new_sp_f514,29.0
5912,2007,AL,new_sp_m04,0.0
473,2007,BE,new_sp,322.0
105418,2007,EG,new_sp_f5564,173.0
111205,2007,ER,new_sp_f65,15.0
50427,2007,PS,new_sp_m5564,3.0
60169,2007,IT,new_sp_mu,11.0
30138,2007,CY,new_sp_m2534,1.0
84227,2007,MR,new_sp_f1524,103.0
71447,2007,HT,new_sp_f514,120.0
114908,2007,TZ,new_sp_f65,388.0
84201,2007,MP,new_sp_f1524,0.0
30167,2007,CZ,new_sp_m2534,26.0
24058,2007,CG,new_sp_m1524,351.0
30223,2007,DJ,new_sp_m2534,264.0
5941,2007,AM,new_sp_m04,0.0
57659,2007,ZM,new_sp_m65,204.0
105249,2007,DK,new_sp_f5564,5.0
71050,2007,GB,new_sp_f514,19.0
30306,2007,DO,new_sp_m2534,403.0
111233,2007,ES,new_sp_f65,93.0
3741,2007,NC,new_sp,12.0
105274,2007,DM,new_sp_f5564,1.0
84397,2007,MX,new_sp_f1524,645.0
23464,2007,BA,new_sp_m1524,0.0
19929,2007,KG,new_sp_m014,3.0
71105,2007,GE,new_sp_f514,4.0
76903,2007,GH,new_sp_f014,75.0
105360,2007,EC,new_sp_f5564,100.0
30277,2007,DM,new_sp_m2534,0.0
105303,2007,DO,new_sp_f5564,53.0
84368,2007,MW,new_sp_f1524,768.0
18118,2007,BW,new_sp_m014,25.0
30252,2007,DK,new_sp_m2534,12.0
114964,2007,UG,new_sp_f65,246.0
71225,2007,GR,new_sp_f514,0.0
71254,2007,GT,new_sp_f514,55.0
50345,2007,PK,new_sp_m5564,6258.0
105331,2007,DZ,new_sp_f5564,247.0
84339,2007,MV,new_sp_f1524,5.0
77418,2007,IR,new_sp_f014,42.0
19958,2007,KH,new_sp_m014,50.0
50317,2007,PH,new_sp_m5564,8481.0
69471,2007,AR,new_sp_f514,56.0
70606,2007,DJ,new_sp_f514,6.0
30525,2007,FI,new_sp_m2534,5.0
49725,2007,MV,new_sp_m5564,6.0
30842,2007,GR,new_sp_m2534,22.0
6494,2007,BR,new_sp_m04,175.0
111347,2007,FM,new_sp_f65,0.0
69758,2007,BG,new_sp_f514,2.0
104824,2007,CG,new_sp_f5564,71.0
84988,2007,PL,new_sp_f1524,65.0
69815,2007,BI,new_sp_f514,0.0
69896,2007,BN,new_sp_f514,2.0
49754,2007,MW,new_sp_m5564,233.0
76947,2007,GN,new_sp_f014,76.0
19670,2007,IN,new_sp_m014,4305.0
19641,2007,IL,new_sp_m014,1.0
30795,2007,GN,new_sp_m2534,1315.0
104853,2007,CH,new_sp_f5564,3.0
115268,2007,YE,new_sp_f65,57.0
49783,2007,MX,new_sp_m5564,942.0
69953,2007,BR,new_sp_f514,266.0
6437,2007,BN,new_sp_m04,0.0
23945,2007,BZ,new_sp_m1524,6.0
84931,2007,PH,new_sp_f1524,4389.0
19043,2007,FM,new_sp_m014,1.0
6356,2007,BI,new_sp_m04,0.0
104882,2007,CI,new_sp_f5564,354.0
69981,2007,BS,new_sp_f514,0.0
19699,2007,IQ,new_sp_m014,20.0
84959,2007,PK,new_sp_f1524,11522.0
3660,2007,MY,new_sp,9578.0
69729,2007,BF,new_sp_f514,25.0
30871,2007,GT,new_sp_m2534,207.0
49587,2007,MP,new_sp_m5564,0.0
111376,2007,FR,new_sp_f65,188.0
69529,2007,AT,new_sp_f514,1.0
49613,2007,MR,new_sp_m5564,139.0
1293,2007,CY,new_sp,8.0
30952,2007,GY,new_sp_m2534,43.0
85097,2007,PW,new_sp_f1524,0.0
23916,2007,BY,new_sp_m1524,57.0
85070,2007,PT,new_sp_f1524,49.0
115349,2007,ZM,new_sp_f65,131.0
104740,2007,CA,new_sp_f5564,13.0
69558,2007,AU,new_sp_f514,4.0
85016,2007,PR,new_sp_f1524,0.0
111718,2007,GY,new_sp_f65,3.0
69616,2007,BA,new_sp_f514,0.0
49667,2007,MT,new_sp_m5564,1.0
30894,2007,GU,new_sp_m2534,0.0
19612,2007,IE,new_sp_m014,0.0
49696,2007,MU,new_sp_m5564,9.0
115322,2007,ZA,new_sp_f65,1811.0
69643,2007,BB,new_sp_f514,0.0
85041,2007,PS,new_sp_f1524,0.0
23549,2007,BE,new_sp_m1524,23.0
104769,2007,CD,new_sp_f5564,2352.0
6522,2007,BS,new_sp_m04,0.0
69701,2007,BE,new_sp_f514,1.0
77273,2007,ID,new_sp_f014,920.0
70579,2007,DE,new_sp_f514,4.0
1264,2007,CV,new_sp,158.0
19583,2007,ID,new_sp_m014,849.0
30610,2007,FR,new_sp_m2534,225.0
84786,2007,OM,new_sp_f1524,22.0
70326,2007,CL,new_sp_f514,8.0
30581,2007,FM,new_sp_m2534,5.0
77331,2007,IL,new_sp_f014,1.0
50007,2007,NL,new_sp_m5564,15.0
6184,2007,BB,new_sp_m04,0.0
70440,2007,CR,new_sp_f514,3.0
104996,2007,CN,new_sp_f5564,17647.0
84757,2007,NZ,new_sp_f1524,14.0
19786,2007,IT,new_sp_m014,3.0
23974,2007,CA,new_sp_m1524,31.0
104969,2007,CM,new_sp_f5564,248.0
